MeanNoTarget,ModalType,Responses,factive,genre,gold_label,sentence1,sentence2,uID,restrict,SuperGLUE_split,Verb,Embedding,environment,mean.noT,sd.noT,EmbedPredID,VerbID,Context,Verb_raw,MatSubjLemma,MatSubjNum,MatSubjPer,MatTense,VerbID_w_context
-1.1818181818181799,,"3, 0, -3, 1, 3, 3, 3, 3",yes,BNC,entailment,"Kate sipped her drink . `` If the Chief Constable knew that I was seeing Patrick , all hell would break loose . '' Kate did n't know that the Chief Constable knew all about her and Kelly .",the Chief Constable knew all about Kate and Kelly,BNC-1548,False,,know,negation,negation,-1.1818181818181799,2.2723636072680686,8,3,"Kate sipped her drink. ``If the Chief Constable knew that I was seeing Patrick, all hell would break loose.''",know,Kate,singular,third,present,27.0
0.625,,"2, 3, 0, 2, 2, 1, 3, 3, 3",yes,BNC,entailment,Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry ? Did he intend to ignore her completely ? Then Isabel saw Ellen 's stunned face and realised that her maid at least did not know she had spent the night alone .,Isabel had spent the night alone,BNC-1553,True,train,know,negation,negation,0.625,1.8468119248354096,19,16,Did he intend everyone in the castle to know he did not want the wife he had married in such a hurry? Did he intend to ignore her completely?,know,maid,singular,third,present,47.0
0.272727272727273,,"2, 3, 3, 3, 1, 3, 3, 2, 3",yes,BNC,entailment,"Eve had n't known that Mr Burns in the hardware shop was inclined to take to the drink or that Dr Johnson had a very bad temper and was heard shouting about God never putting a mouth into the world that he did n't feed . Dr Johnson was of the view that there were a lot of mouths , especially in the families with thirteen children , that God had forgotten to feed . Benny did n't know that Peggy Pine was an old friend of Mother Francis that they had been girls years ago and that when she came to the convent she called Mother Francis Bunty .",Peggy Pine was an old friend of Mother Francis,BNC-1554,True,test,know,negation,negation,0.272727272727273,0.9045340337332908,7,3,"Eve hadn't known that Mr Burns in the hardware shop was inclined to take to the drink or that Dr Johnson had a very bad temper and was heard shouting about God never putting a mouth into the world that he didn't feed. Dr Johnson was of the view that there were a lot of mouths, especially in the families with thirteen children, that God had forgotten to feed.",know,Benny,singular,third,present,78.0
0.111111111111111,,"-2, 3, 3, 3, 3, 3, 3, -3, 0, -3",yes,BNC,neutral,"But then he asks himself if people would have enjoyed the story any more had it been true , and if they would have achieved any greater insight into themselves and their destinies . Of course not . In any case they do n't know it was n't true .",the story wasn't true,BNC-1558,False,,know,negation,negation,0.111111111111111,2.8915585954829104,8,6,"But then he asks himself if people would have enjoyed the story any more had it been true, and if they would have achieved any greater insight into themselves and their destinies. Of course not.",know,they,plural,third,past,44.0
-0.25,,"3, 2, 3, 3, 2, 3, 1, -2, 3",yes,BNC,entailment,What on earth did I think I was playing at ? The people back at the hotel did n't know me . They did n't know I would n't steal money like that .,she wouldn't steal money like that,BNC-1559,True,test,know,negation,negation,-0.25,1.16496474502144,7,3,What on earth did I think I was playing at? The people back at the hotel didn't know me.,know,they,plural,third,present,25.0
1.90909090909091,,"0, 3, 3, -1, 3, 2, 3, 0",yes,BNC,entailment,"The one does not exclude the other . Surely Ben would understand that , if Lou explained it properly ? Ben spent so much time playing computer games barely pausing to eat that lately I 'd sometimes wondered if he knew I existed at all .",she existed at all,BNC-156,False,,know,conditional,conditional,1.90909090909091,1.22102788293679,22,20,"The one does not exclude the other. Surely Ben would understand that, if Lou explained it properly?",knew,he,singular,third,past,40.0
0.111111111111111,,"2, 2, 3, 3, -2, -3, 2, -2",yes,BNC,neutral,"I did n't know they were Twenty - fourthers , I just thought they were people wearing one shoe . I did n't know they were after Hasan .",the Twenty-fourthers were after Hasan,BNC-1566,False,,know,negation,negation,0.111111111111111,1.61589328580544,5,3,"I didn't know they were Twenty-fourthers, I just thought they were people wearing one shoe.",know,I,singular,first,past,23.0
0.5,,"0, 1, -3, 1, 1, 0, -1, 3",yes,BNC,neutral,"Nevertheless I ca n't do that . Melanie or not , it was still in confidence . All I can say is that I did n't even know Melanie was still there that night .",Melanie was still there last night,BNC-1599,False,,know,negation,negation,0.5,0.849836585598797,12,10,"Nevertheless I can't do that. Melanie or not, it was still in confidence.",know,I,singular,first,past,27.0
0.25,,"3, 3, 2, 2, -1, 3, 3, -1, -3",yes,BNC,entailment,I do n't know what I envisaged happening once I 'd parted you and Peter . That I would step into the gap maybe . I was positively machiavellian - I never knew I could feel like that .,he could feel machiavellian,BNC-1601,False,,know,negation,negation,0.25,0.8660254037844392,10,7,I don't know what I envisaged happening once I 'd parted you and Peter. That I would step into the gap maybe.,knew,I,singular,first,past,32.0
-0.4,,"3, 0, -1, 0, 0, 1, 3, 3",yes,BNC,entailment,"And O said to me , the thing was . I could n't remember . I did n't even know he still had my address it all happened years before we barely even had an affair .",O still had her address,BNC-1606,False,,know,negation,negation,-0.4,1.7126976771553502,7,4,"And O said to me, the thing was. I couldn't remember.",know,I,singular,first,past,19.0
-0.272727272727273,,"1, 3, 0, -2, 3, -1, 3, -2, 0",yes,BNC,neutral,`` What fun to hear Artemis laugh . She 's such a serious child . '' I did n't know she had a sense of humour .,Artemis had a sense of humour,BNC-1607,False,,know,negation,negation,-0.272727272727273,2.0538212722098796,5,3,``What fun to hear Artemis laugh. She's such a serious child.'',know,I,singular,first,past,19.0
0.272727272727273,,"3, 3, 1, 3, 3, 3, 3, 2",yes,BNC,entailment,"He pulled up in fourth gear at the foot of the balustraded stone steps which led up to the solicitor 's office . Totteridge , Spruce and Hardnut , Commissioners for Oaths , said the brass plate . He took the scuffed leather document case off the seat beside him and banged the door shut with the violence of someone who had not learned that car doors do not need the same sort of treatment as those of railway carriages .",car doors do not need the same sort of treatment as those of railway carriages,BNC-1615,True,test,learn,negation,negation,0.272727272727273,1.1037127426019,31,25,"He pulled up in fourth gear at the foot of the balustraded stone steps which led up to the solicitor's office. Totteridge, Spruce and Hardnut, Commissioners for Oaths, said the brass plate.",learned,who,singular,third,past,63.0
1.375,,"2, 3, 2, -1, -1, 3, 0, -1, 3",yes,BNC,entailment,"`` We , '' said Lili , `` have just managed to force down sufficient amounts of fresh veg and protein to retain some shapeliness and complexion . '' I found it odd that Robert had chosen to distinguish me alone as English and wondered how he saw himself and Lili and I found it odd that Lili had chosen to lay claim to Englishness . I had n't yet learned that she was able to change her nationality as she changed her accessories to suit the occasion .",Lili was able to change her nationality as she changed her accessories,BNC-1616,False,,learn,negation,negation,1.375,0.7440238091428449,7,4,"``We,'' said Lili, ``have just managed to force down sufficient amounts of fresh veg and protein to retain some shapeliness and complexion.'' I found it odd that Robert had chosen to distinguish me alone as English and wondered how he saw himself and Lili and I found it odd that Lili had chosen to lay claim to Englishness.",learned,I,singular,first,past,70.0
-0.375,,"-1, -1, -1, -3, -1, -2, 1, -3",no,BNC,contradiction,"Most of them young , about his age , stood and talked and drank and laughed . The two girls he had noticed earlier were standing talking to some other girls . Graham hoped they all realised that just because he was standing talking to Slater that did n't mean he was gay too .",Graham was gay too,BNC-1620,True,train,mean,negation,negation,-0.375,0.517549169506766,19,17,"Most of them young, about his age, stood and talked and drank and laughed. The two girls he had noticed earlier were standing talking to some other girls.",mean,that,singular,third,present,49.0
0.222222222222222,,"-2, -3, -3, -3, -3, -3, -1, -3",no,BNC,contradiction,"`` I know the one . Yes , it was good though I say it myself . '' But that does n't mean I have to be involved in this kind of nauseous business .",she has to be involved in this kind of nauseous business,BNC-1621,True,test,mean,negation,negation,0.222222222222222,1.39443337755679,6,4,"``I know the one. Yes, it was good though I say it myself.''",mean,that,singular,third,present,22.0
-0.3,,"-3, 1, -3, 0, -2, -2, 3, -3",no,BNC,contradiction,"After all , it was only a season ago that we were last relegated , but the spirit within the club is such that we can bounce right back , of that I am sure . Personally , I take some comfort in knowing that I in no way contributed to our exit from Division Two . When I took over the `` Whads '' were already twenty points adrift from the rest of football and while not seeing myself beyond blame entirely my denial of any involvement in our downfall does not mean my commitment is any less than 110 per cent .",his commitment is less than 110 per cent,BNC-1628,False,,mean,negation,negation,-0.3,2.21359436211787,39,36,"After all, it was only a season ago that we were last relegated, but the spirit within the club is such that we can bounce right back, of that I am sure. Personally, I take some comfort in knowing that I in no way contributed to our exit from Division Two.",mean,denial,singular,third,present,93.0
-0.444444444444444,,"3, -2, -1, -2, -2, -1, -2, 2",no,BNC,neutral,"Shannon knew she was being excluded from the conversation , though there was absolutely no evidence of that . She gave herself a mental shake . Marianne was simply like many other egocentric actresses she 'd met - interested more in herself than in anything else - but that did n't necessarily mean she was trying to shut Shannon out .",Marianne was trying to shut Shannon out,BNC-1631,False,,mean,negation,negation,-0.444444444444444,1.33333333333333,29,26,"Shannon knew she was being excluded from the conversation, though there was absolutely no evidence of that. She gave herself a mental shake.",mean,that,singular,third,present,52.0
1.11111111111111,,"-3, -3, -2, -2, -3, -2, -3, -2",no,BNC,contradiction,"He said that maybe I was n't ready to join the Party just yet . Terry 's passion for equality appealed to my purer mind , and his hatred of existing authority appealed to my resentments . But although I hated inequality it did n't mean I wanted to be treated like everyone else .",he wanted to be treated like everyone else,BNC-1633,True,train,mean,negation,negation,1.11111111111111,1.61589328580544,10,8,"He said that maybe I wasn't ready to join the Party just yet. Terry's passion for equality appealed to my purer mind, and his hatred of existing authority appealed to my resentments.",mean,it,singular,third,present,45.0
1.1818181818181799,,"-2, 0, -3, -2, -3, -2, -1, -1, 0",no,BNC,contradiction,"`` A shared taste . I ought to tell you , they did talk to me about him , it ca n't be news to you what they are saying , that Michel has run off with your mother and that he wants to marry her . '' Which does n't mean that I am convinced I would never rely on Rosie - Posie 's gossip alone .",she is convinced,BNC-1635,False,,mean,negation,negation,1.1818181818181799,1.16774841624228,6,3,"``A shared taste. I ought to tell you, they did talk to me about him, it can't be news to you what they are saying, that Michel has run off with your mother and that he wants to marry her.''",mean,which,singular,third,present,51.0
2.0,,"-3, 0, -3, 3, -3, -3, -2, -3, -3",no,BNC,contradiction,Until I can persuade her to unbind me - or make contact with Mephistco and convince someone back at base to forgive me my trespasses just long enough to do an override - I am confined inside the plane of reflected light . But - hoo - ha ! But - hoo - ha ! - this does not mean I have to stay in one particular mirror .,he has to stay in one particular mirror,BNC-1636,False,,mean,negation,negation,2.0,1.09544511501033,12,10,Until I can persuade her to unbind me - or make contact with Mephistco and convince someone back at base to forgive me my trespasses just long enough to do an override - I am confined inside the plane of reflected light. But - hoo-ha!,mean,this,singular,third,present,59.0
1.1,,"2, 0, 3, -2, 0, 3, 3, 1",yes,BNC,entailment,Flaubert delighted in their presence and gave them money . No doubt you wish to pat him on the head for this . If he 'd known he was gaining the approval of the future he 'd probably have kept the money to himself .,Flaubert was gaining the approval of the future,BNC-164,False,,know,conditional,conditional,1.1,1.9119507199599999,6,3,Flaubert delighted in their presence and gave them money. No doubt you wish to pat him on the head for this.,known,he,singular,third,past,26.0
0.7272727272727271,,"-2, -2, -3, 0, -3, -1, -3, -3, -2",no,BNC,contradiction,"`` Oh , my poor Folly ... We ' ve been together for five years , Lexy and I - she practically holds that company together . Of course I gave her an `` A '' . But that does n't mean I 'm having an affair with her .",he is having an affair with Lexy,BNC-1640,True,train,mean,negation,negation,0.7272727272727271,1.1908743922773,7,4,"``Oh, my poor Folly... We 've been together for five years, Lexy and I - she practically holds that company together. Of course I gave her an ``A''.",mean,that,singular,third,present,41.0
-1.33333333333333,,"-3, 1, -2, -3, -2, -3, -3, -3, -3",no,BNC,contradiction,"And I resent what happened to my flat . A couple of guys think they can stake it out and wait for me , rub their filthy fingers on my clothes , piss in my bathroom , and I 'm supposed to ignore it . I know what I said about possessions being like leeches but that do n't mean I 'll surrender them to a pair of punks .",he will surrender his possessions to a pair of punks,BNC-1642,True,dev,mean,negation,negation,-1.33333333333333,1.9364916731037096,17,14,"And I resent what happened to my flat. A couple of guys think they can stake it out and wait for me, rub their filthy fingers on my clothes, piss in my bathroom, and I'm supposed to ignore it.",mean,that,singular,third,present,59.0
-0.4166666666666671,,"-2, 0, -1, 0, -2, 2, -2, -3, 1",no,BNC,neutral,"For a long time she had been unaware of anything lacking , but recently she had started feeling somehow ... adrift . Ashley frowned . This did not mean she was prepared to throw herself headlong into a relationship with the first half - decent male who happened by .",Ashley was prepared to throw herself headlong into a relationship with the first half-decent male who happened by,BNC-1643,False,,mean,negation,negation,-0.4166666666666671,1.37895436890245,6,3,"For a long time she had been unaware of anything lacking, but recently she had started feeling somehow... adrift. Ashley frowned.",mean,this,singular,third,present,28.0
0.6363636363636359,,"-3, -3, -2, -3, -3, -2, -3, -2",no,BNC,contradiction,"That was then , and then 's gone . It 's now now . I do n't mean I ' ve done a sudden transformation .",she has done a sudden transformation,BNC-1645,True,test,mean,negation,negation,0.6363636363636359,1.0269106361049398,7,3,"That was then, and then's gone. It's now now.",mean,I,singular,first,present,17.0
0.7,,"3, -3, -3, -3, -3, 1, -3, -3",no,BNC,contradiction,You know in a funny sort of way he was really rather prim . There was once some heroin floating round the college and there were two students who were the pushers that 's the phrase for them I think - and they were both beaten up . I do n't mean they were just knocked about a bit ... they were smashed stitches and a fractured jaw for one severe abdominal bruising for the other .,the two students were just knocked about a bit,BNC-1648,False,,mean,negation,negation,0.7,2.11081869319834,7,3,You know in a funny sort of way he was really rather prim. There was once some heroin floating round the college and there were two students who were the pushers that's the phrase for them I think - and they were both beaten up.,mean,I,singular,first,present,51.0
-0.181818181818182,,"1, 3, 3, 3, 1, 3, 2, 0",yes,BNC,entailment,"But there was little chance of discovering who had killed him without help . Kelly decided that she had to talk to Annie , even if there was a risk that she would tell her husband . Bill would have a fit if he knew his apprentice was turning supersleuth .",Bill's apprentice was turning supersleuth,BNC-165,True,dev,know,conditional,conditional,-0.18181818181818202,0.981649817214043,11,7,"But there was little chance of discovering who had killed him without help. Kelly decided that she had to talk to Annie, even if there was a risk that she would tell her husband.",knew,he,singular,third,future,44.0
-0.5,,"3, 1, 3, 3, 3, 3, -2, 2, 3",yes,BNC,entailment,"`` Here 's three pence for you for a lolly if you 'll go . '' `` All right , then , '' agreed Peggy , her pout disappearing at once . She did not notice that a little troubled crease appeared on her mummy 's forehead .",a little troubled crease appeared on Peggy's mummy's forehead,BNC-1656,True,test,notice,negation,negation,-0.5,1.4142135623731005,9,3,"``Here's three pence for you for a lolly if you 'll go.'' ``All right, then,'' agreed Peggy, her pout disappearing at once.",notice,she,singular,third,present,35.0
-1.2,,"3, 2, 2, 3, 3, 3, 3, 2, 1",yes,BNC,entailment,This was the back of the shelter . It had an emergency exit which they all had a go at unbolting . Willie was so absorbed that he did n't notice that his knees were being licked and unconsciously he rested his hand on the back of Sammy 's neck .,Willie's knees were being licked,BNC-1659,True,test,notice,negation,negation,-1.2,1.3984117975602002,14,8,This was the back of the shelter. It had an emergency exit which they all had a go at unbolting.,notice,he,singular,third,present,30.0
0.0909090909090909,,"0, 3, 3, 2, 3, 3, 2, 3",yes,BNC,entailment,"He left his own number , calling himself Alain - the name of her Malaysian - French `` business manager '' . The next day Gina rang . She had obviously not noticed that it was her own number .",it was Gina's own number,BNC-1660,True,dev,notice,negation,negation,0.0909090909090909,2.0714509627092497,7,4,"He left his own number, calling himself Alain - the name of her Malaysian-French ``business manager''. The next day Gina rang.",noticed,she,singular,third,past,32.0
-0.45454545454545503,,"3, 3, -3, 2, 3, 0, 3, 3",yes,BNC,entailment,"`` Perhaps , '' said Neil . `` Her name is Maybelle Foy - Stair says that she is not very pretty , but is enormously rich . '' For once Dr Neil engrossed in drinking his coffee did not notice that McAllister had gone very still .",McAllister had gone very still,BNC-1661,False,,notice,negation,negation,-0.45454545454545503,1.12815214963553,15,11,"``Perhaps,'' said Neil. ``Her name is Maybelle Foy - Stair says that she is not very pretty, but is enormously rich.''",notice,Dr Neil,singular,third,present,40.0
1.0,,"3, 3, 2, 2, 3, 3, 3, 2",yes,BNC,entailment,"Nevertheless , her heart sank at the thought of spending an evening with him in his present state of mind , and she was tempted to invent a sore throat in order to get out of it . But he had been very helpful over the Puddephat business , she admitted to herself , and his moods were unpredictable - he might be on top of the world by the time he arrived at the cinema . `` I 'm still keen if you are '' she said brightly pretending she had not noticed anything was amiss .",something was amiss,BNC-1664,True,train,notice,negation,negation,1.0,1.1547005383792501,18,16,"Nevertheless, her heart sank at the thought of spending an evening with him in his present state of mind, and she was tempted to invent a sore throat in order to get out of it. But he had been very helpful over the Puddephat business, she admitted to herself, and his moods were unpredictable - he might be on top of the world by the time he arrived at the cinema.",noticed,she,singular,third,past,93.0
0.1,,"3, 3, 3, 2, 3, 2, 3, 3, 2",yes,BNC,entailment,"The birthday party was of a kind which Cecilia would have wondered at , had she been invited to it , for although a few of Bienvida 's classmates were present in its early stages , by seven it had become a celebration for the grown - ups . Bienvida and Jasper were of course still there . No one noticed that Bienvida her grandmother 's granddaughter more than her mother 's child had at some stage gone back to the Headmaster 's Flat and changed into dungarees to keep her Oxfam dress of nylon organza from getting dirty .",Bienvida had at some stage gone back to the Headmaster's Flat,BNC-1665,True,test,notice,negation,negation,0.1,1.4491376746189402,19,2,"The birthday party was of a kind which Cecilia would have wondered at, had she been invited to it, for although a few of Bienvida's classmates were present in its early stages, by seven it had become a celebration for the grown-ups. Bienvida and Jasper were of course still there.",noticed,one,singular,third,present,60.0
0.583333333333333,,"3, 2, 3, 2, 3, 2, 3, 3, 2",yes,BNC,entailment,"What must it be like to be imprisoned here , day after day , month after month ? I wonder , does he keep them chained and manacled , thought Fenella , or does he use sorcery ? And so utterly immersed was she in this strange blue and green land that was not feeling strange any more that she did not even notice that she was weighing sorcery against steel chains and seriously considering the likely outcome .",Fenella was weighing sorcery against steel chains,BNC-1667,True,train,notice,negation,negation,0.583333333333333,1.92865159365215,29,25,"What must it be like to be imprisoned here, day after day, month after month? I wonder, does he keep them chained and manacled, thought Fenella, or does he use sorcery?",notice,she,singular,third,present,63.0
0.1,,"3, 3, 3, 3, 3, 3, 3, 3",yes,BNC,entailment,"Strasbourg , Vienna , Bucharest , Istanbul , not stopping , not looking back . I saw her tossing newly gauffred curls as the open roadster headed east , away from Ollie ... Temporarily I managed to re - erect my jocular facade , but inside I was panicking . He could take her away I thought he could just do that he has such power to hurt me this little furry creature who has n't even noticed that I ' ve given up the weed .",he has given up the weed,BNC-1671,True,train,notice,negation,negation,0.1,1.10050493461461,32,27,"Strasbourg, Vienna, Bucharest, Istanbul, not stopping, not looking back. I saw her tossing newly gauffred curls as the open roadster headed east, away from Ollie... Temporarily I managed to re-erect my jocular facade, but inside I was panicking.",noticed,who,singular,third,present,77.0
1.375,,"3, -2, 1, 2, 2, 3, 2, 3",yes,BNC,entailment,"It - the tractor , the boys and the bulbs in the earth - knew she had chosen for them and was coming back to them . Of course there was still love , there was healthy , growing love and its name was called Work . She had fallen in love with it so slowly and gently and sweetly that she had never noticed it had happened .",falling in love had happened,BNC-1672,True,train,notice,negation,negation,1.375,1.4078859531733603,20,17,"It - the tractor, the boys and the bulbs in the earth - knew she had chosen for them and was coming back to them. Of course there was still love, there was healthy, growing love and its name was called Work.",noticed,she,singular,third,past,64.0
2.81818181818182,,"3, -3, 3, 3, 3, 2, 3, 3",yes,BNC,entailment,"`` I just want to show you something . '' He took her protesting hand , and laid it on a thick roll of tablecloths between their bodies . She had been so busy avoiding touching him she had not even noticed it was there .",the thick roll of tablecloths was there,BNC-1673,True,test,notice,negation,negation,2.81818181818182,0.404519917477945,14,12,"``I just want to show you something.'' He took her protesting hand, and laid it on a thick roll of tablecloths between their bodies.",noticed,she,singular,third,past,41.0
0.363636363636364,,"1, -2, 2, 3, 3, 3, 3, 3",yes,BNC,entailment,"After the twelfth dot , two thirds of the way down the page , the transcript of this long session tails away into blank paper . I suppose what 's happened is this . He has gone on staring out of the window thinking and she has gone on staring at him waiting with such absorption that neither of them noticed the tape had run out .",the tape had run out,BNC-1674,True,train,notice,negation,negation,0.36363636363636404,1.6292775867069,30,26,"After the twelfth dot, two thirds of the way down the page, the transcript of this long session tails away into blank paper. I suppose what's happened is this.",noticed,neither of them,plural,third,present,60.0
0.45454545454545503,,"1, 2, -1, 0, 3, 2, 3, 2, 3",yes,BNC,entailment,"Now that he knows it 's himself he ca n't help noticing the slightly ridiculous and embarrassing qualities - the way the young man frowns importantly as he talks about his job , and waves his arms about when he gets stuck for words . And the way he smiles insincerely at Howard from time to time , and looks straight into his eyes in an effort to demonstrate that he is interested in Howard as well as himself . But since he never even notices that Howard is himself Howard takes this with a pinch of salt .",Howard is himself,BNC-1675,False,,notice,negation,negation,0.45454545454545503,2.06705763652765,8,5,"Now that he knows it's himself he can't help noticing the slightly ridiculous and embarrassing qualities - the way the young man frowns importantly as he talks about his job, and waves his arms about when he gets stuck for words. And the way he smiles insincerely at Howard from time to time, and looks straight into his eyes in an effort to demonstrate that he is interested in Howard as well as himself.",notices,he,singular,third,present,85.0
-0.36363636363636404,,"3, 1, -2, 3, 3, 2, -1, 2",yes,BNC,entailment,She would n't shed tears over that ... that brute . He did n't deserve her love - he was utterly hateful . Immersed in her misery her fight for self - control she did n't notice that Water Gypsy was no longer under way .,Water Gypsy was no longer under way,BNC-1676,False,,notice,negation,negation,-0.36363636363636404,0.924416277737175,17,13,She wouldn't shed tears over that... that brute. He didn't deserve her love - he was utterly hateful.,notice,she,singular,third,present,36.0
0.625,,"2, 3, 3, 3, 3, 3, 3, 2",yes,BNC,entailment,"And , such is trust , they went on seeing it after it had gone , for by now they were used to the constant and bewildering ebb and flow of Stevenson money . Each banker took it to be part of some Brand strategy of which he was privileged to see , and be entrusted with , but a small portion . They did not notice that there was now more ebb than flow .",there was now more ebb than flow,BNC-1677,True,test,notice,negation,negation,0.625,1.0606601717798199,6,3,"And, such is trust, they went on seeing it after it had gone, for by now they were used to the constant and bewildering ebb and flow of Stevenson money. Each banker took it to be part of some Brand strategy of which he was privileged to see, and be entrusted with, but a small portion.",notice,they,plural,third,present,66.0
-0.363636363636364,,"3, 3, 2, -3, 3, 3, 3, 3",yes,BNC,entailment,"`` His name is Matthew Blake , '' Mandy informed Charity as they descended the steps from their cabin on to the paved pathway that led to the lodge . Thankfully she had n't even noticed that Charity had changed from the blue wrap - around skirt and was now wearing red shorts with her white silk blouse .",Charity had changed from the blue wrap-around skirt,BNC-1680,True,train,notice,negation,negation,-0.36363636363636404,0.924416277737175,9,5,"``His name is Matthew Blake,'' Mandy informed Charity as they descended the steps from their cabin on to the paved pathway that led to the lodge.",noticed,she,singular,third,past,35.0
0.0909090909090909,,"3, 3, 3, 2, 3, 0, -2, 3",yes,BNC,entailment,"`` Black and White Danish Dairy ! Nothing near as tasty and tender as our ... '' and , her mouth overflowing with steak , beans and croquette potato , Mitzi named an Austrian breed Elisabeth had never heard of ( and did not imagine she would need to remember for future use ) . `` I like my steak burnt to a cinder on the outside and blood red and juicy at its heart ... '' Absorbed by loving considerations of her tastes Mitzi did not notice that Elisabeth was not replying and her attention was drawn to her companion only when the peculiar noise of the latter 's choking was sounding right round the Hall .",Elisabeth was not replying,BNC-1681,False,,notice,negation,negation,0.0909090909090909,1.4459976109624402,37,32,"``Black and White Danish Dairy! Nothing near as tasty and tender as our...'' and, her mouth overflowing with steak, beans and croquette potato, Mitzi named an Austrian breed Elisabeth had never heard of (and did not imagine she would need to remember for future use).",notice,Mitzi,singular,third,present,87.0
-0.7777777777777779,,"-2, 3, 3, -2, 3, 2, -1, 3",yes,BNC,entailment,She was very tired . Every day that week she had got up at five . So she did not notice that they were riding off the main road and into The Chase the oldest wood in England .,they were riding off the main road and into The Chase the oldest wood in England,BNC-1682,False,,notice,negation,negation,-0.7777777777777779,1.3017082793177799,8,4,She was very tired. Every day that week she had got up at five.,notice,she,singular,third,present,20.0
-0.0909090909090909,,"3, 3, 3, 3, 3, 3, 2, -2, 3",yes,BNC,entailment,"`` These ` ere smugglers is a dangerous bunch from wot I ' ve ` eard ! '' `` If only we could devise a safe way of laying our hands on all that money , '' murmured Pugwash , whose greed was as proverbial as his cowardice . And the pirates were so busy discussing the problem and what they would do with the reward if they won it that they did n't notice that they were being observed from the window above by none other than the new Mayor and his entourage .",the pirates were being observed from the window above by none other than the new Mayor and his entourage,BNC-1683,True,train,notice,negation,negation,-0.0909090909090909,1.0444659357341899,30,25,"``These ` ere smugglers is a dangerous bunch from wot I 've ` eard!'' ``If only we could devise a safe way of laying our hands on all that money,'' murmured Pugwash, whose greed was as proverbial as his cowardice.",notice,they,plural,third,present,74.0
-0.181818181818182,,"3, 3, 0, 2, 3, 3, 3, 3, 2",yes,BNC,entailment,`` What do you mean she disappeared ? '' It was a measure of his upset that Karel did n't even notice he was repeating himself .,Karel was repeating himself,BNC-1688,True,test,notice,negation,negation,-0.18181818181818202,1.7215215257545802,15,12,``What do you mean she disappeared?'',notice,Karel,singular,third,present,21.0
0.9090909090909092,,"-1, 2, 3, 2, 3, 3, 1, 3",yes,BNC,entailment,"Ockleton , Morpurgo , Cornelius , Dysart and half a dozen others too drunk to mention . But there was so much coming and going that any one of us could have slipped out , pushed Everett through the window and slipped back again without being noticed . Damn it all we did n't even notice Everett was missing until a porter tripped over him in the quad so anything 's theoretically possible .",Everett was missing,BNC-1694,True,train,notice,negation,negation,0.9090909090909092,1.41114917402165,10,7,"Ockleton, Morpurgo, Cornelius, Dysart and half a dozen others too drunk to mention. But there was so much coming and going that any one of us could have slipped out, pushed Everett through the window and slipped back again without being noticed.",notice,we,plural,first,past,55.0
-0.2,,"0, 1, 2, 3, 2, -1, 3, 0, 3",yes,BNC,entailment,You ' ve always made it quite clear that you were staying here and that I could fuck off to the other end of the world for all you cared . You 're too busy to speak some days . You wo n't even notice I ' ve gone .,she has gone,BNC-1697,False,,notice,negation,negation,-0.2,2.20100986922922,8,4,You 've always made it quite clear that you were staying here and that I could fuck off to the other end of the world for all you cared. You're too busy to speak some days.,notice,you,unknown,second,future,44.0
-0.25,,"-1, 0, 0, 0, -3, -1, 2, -2, -1",no,BNC,neutral,"He had come to entertain serious doubts about it himself . He , too , suffered from an occasional enlightening vision which came to him from the dim past and which he must have suppressed at the time ... The extraordinary array of chains and fetters , manacles and shackles exhibited by Birmingham for export to America 's slave states , for instance ... Why had he not thought more about such exhibits ? Well he had never pretended that science and industry were good in themselves of course ... they still had to be used correctly .",science and industry were good in themselves,BNC-1699,False,,pretend,negation,negation,-0.25,1.16496474502144,9,4,"He had come to entertain serious doubts about it himself. He, too, suffered from an occasional enlightening vision which came to him from the dim past and which he must have suppressed at the time... The extraordinary array of chains and fetters, manacles and shackles exhibited by Birmingham for export to America's slave states, for instance... Why had he not thought more about such exhibits?",pretended,he,singular,third,past,78.0
0.111111111111111,,"-3, -3, -3, 3, -2, -3, -3, -3",no,BNC,contradiction,"Powerlessness . Hope and no - hope , both at the same time . Well I ca n't pretend that this doctoring business came as a total surprise .",this doctoring business came as a total surprise,BNC-1707,True,test,pretend,negation,negation,0.111111111111111,0.33333333333333304,9,4,"Powerlessness. Hope and no-hope, both at the same time.",pretend,I,singular,first,present,18.0
1.54545454545455,,"3, -3, 0, -1, 0, 0, 0, 0, 1",no,BNC,neutral,My reading might be pointless in terms of the history of literary criticism . But it 's not pointless in terms of pleasure . I ca n't prove that lay readers enjoy books more than professional critics .,lay readers enjoy books more than professional critics,BNC-1713,False,,prove,negation,negation,1.54545454545455,1.6348477827392,5,3,My reading might be pointless in terms of the history of literary criticism. But it's not pointless in terms of pleasure.,prove,I,singular,first,present,27.0
0.111111111111111,,"2, 2, -3, 3, 0, -1, -1, 3",yes,BNC,neutral,Martha made no answer . She could not tell them that she was desperately in love with Bob Lamb . She knew that Bob paid her no attention but did not realise that his interest lay with Sarah Butler down at Cherry Tree Farm .,Bob's interest lay with Sarah Butler,BNC-1716,False,,realize,negation,negation,0.111111111111111,0.600925212577332,15,11,Martha made no answer. She could not tell them that she was desperately in love with Bob Lamb.,realise,she,singular,third,present,31.0
